Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
687,,Rose,Desimone,2000-10-03,Left,39994.0,628.3662849369024,5.272244762122208,-6.283662849369023,6.558,-227.3664574295283,395.1537341681809,5.984383787140369,1025.991576227797,3.3778472329221447,-1.6232972462949693,-242.94117000000003,-2.04
688,,Theodora,Sawyers,1998-12-31,Right,21541.0,-399.3505395801308,2.5168182662108607,3.993505395801309,5.193,453.60721993468775,655.2549129424716,4.40132259523728,1067.0582639298782,12.830185868291052,0.5234738232290024,-230.71082,43.71
689,,Barb,Gonzalez,2000-07-11,Right,73176.0,-566.1450426360376,3.627426070922035,5.661450426360376,5.2360000000000015,711.0577906779191,617.9416404643227,4.969691639223454,1049.2934195995656,5.492642841849331,-0.5775305543536572,-231.54483,-51.57
690,,Juan,Drayton,1999-03-22,Left,65671.0,-440.3387601078991,6.311156606697378,4.403387601078991,6.853,646.5287260263075,627.451156047226,3.221958316787372,1056.024659871905,4.614668661904652,-0.9818783023815052,-229.77604,-4.98
691,,Nelson,Julian,1998-02-12,Left,28514.0,-510.0493123791516,3.612721155842772,5.100493123791517,5.127000000000002,611.6509327132494,613.2270977969763,6.2150831014908885,1076.94889360887,11.37559193219742,0.7233692817519084,-228.97011,-16.11
692,,Camilla,Baumann,1997-12-09,Left,53897.0,-506.41760887486487,4.62206114037121,5.064176088748648,5.01,546.7596296568089,612.881300443606,5.980218547012438,1057.4737360397953,8.331138679589362,,-230.48377,-24.59
693,,Doug,Verdin,1997-11-15,Left,63060.0,-491.4586530221478,-5.731569138460287,4.914586530221478,-4.648,-486.4449330827575,400.11402619644167,3.916937684494127,1056.5166086416357,8.236120159422589,-0.0989877505236694,-251.1952,-88.79
694,,Blake,Easterling,2000-12-15,Right,44716.0,-546.0124951462857,6.949796789013398,5.4601249514628565,4.095,345.1408218671877,569.8515365506172,5.478324513412311,1040.0856263905505,6.052382867890579,0.3804339576234182,-230.48734,11.96
695,,Lesley,Skinner,2000-03-18,Left,66836.0,342.1291390708165,-4.0140754878697456,-3.421291390708165,4.977,-760.4548185301977,615.7126106319962,-6.92472429200362,952.6968148284428,1.1949879286965983,0.4423223157807845,-252.99965,204.56
696,,Louis,Wasson,2001-04-27,Right,62124.0,-539.0049144304269,4.711869637353567,5.390049144304268,4.515,590.8357873119745,588.489376182051,3.818197996930919,1037.0808556089744,3.96828464159512,-1.473923932454541,-232.3588,-13.23
697,,Goldie,Dill,1997-04-26,Left,43116.0,-599.1020826199073,4.32107400082654,5.9910208261990725,3.692,,531.9470917354622,5.393247632333214,1052.3596017836253,5.641109837777725,0.5766468667366687,-231.97215,-35.16
698,,Jeana,Huynh,2000-12-01,Left,19230.0,-380.47127165549546,7.35780282366601,3.8047127165549535,4.968999999999999,537.5619956404622,552.7528233926955,5.600739355065545,1065.9138244291726,8.085473687791536,0.7399654440062482,-228.77812000000003,16.1
699,,Manual,Fredericks,2000-03-04,Right,38734.0,741.889373669547,-6.014812223894137,-7.41889373669547,4.301,-393.1405769466507,572.6225142858286,,942.0145755813762,,-0.6241536869557112,-255.05659,181.62
700,,Nicolas,Prescott,2000-10-27,Right,43551.0,717.5571810537433,5.872995558789501,-7.175571810537432,4.2780000000000005,-742.070921757844,410.1246185457955,1.843917962712524,1064.7513850189553,6.082783993195255,-0.6768495653742389,-247.09087,60.05
701,,Kay,Barry,2001-02-06,Left,48581.0,596.9110244310009,4.892875036595275,-5.969110244310008,3.498,-638.8944818457873,409.6526277683738,1.5262896849421723,1061.6313305235672,5.2601757755103655,0.8356000894579891,-247.50971,44.73
702,,Andrea,Ladd,2001-10-31,Right,39281.0,-379.24975752843386,5.949923487512812,3.7924975752843375,4.743,744.6161328168539,587.3105987491152,5.296032087446641,1066.1200893130972,7.8759909244255395,0.1166304189483527,-230.08038,-10.19
703,,Princess,Crisp,2000-10-14,Right,27161.0,-338.31682561394365,6.6526696015730815,3.3831682561394367,5.336,577.9051951208879,572.1756070016962,3.1597827772064537,1050.0502173276373,5.689660773221935,-0.9977523935961714,-230.48408,42.95
704,,Blaine,Bullard,2000-04-07,Left,47924.0,-341.94100797818965,4.230244978702424,3.4194100797818963,6.884,306.32995195042093,618.4992813812937,3.292718816253895,1052.3449627738948,7.145534389268048,1.048844016639774,-231.82094,24.21
705,,Tommy,Hendrickson,2000-11-13,Right,37022.0,616.9879337259185,7.469537151467064,-6.169879337259188,3.447,-304.539699954422,351.03124653586264,4.438295606099588,1034.1322845168124,2.3528756641481894,-0.5125828849071086,-244.95814,23.38
706,,Michael,Eller,1999-01-08,Left,67125.0,435.6598271952771,2.3125533337421373,-4.3565982719527705,6.117000000000001,-680.9574672114088,430.8679433911233,4.1821714606712765,1071.7757887146818,,0.4930572190108905,-245.46142000000003,-38.33
707,,Arleen,Oneill,1998-06-12,Right,45096.0,-518.5517654281848,-6.165713015161269,5.185517654281847,,-404.7080474676685,395.5486243459624,5.599384675338986,1050.928742853694,10.452801350598085,-1.5923049783747394,-250.46158,-82.31
708,,Alina,Gilbertson,1998-06-21,Right,,447.6351232228682,-6.03139438918446,-4.476351232228682,3.599,-602.4901457749172,586.4151454504482,-4.192877729148022,957.1391802198864,3.6360067634118254,-0.72546634691577,-254.90392000000003,157.15
709,,Daisy,Starnes,1999-01-20,Left,37542.0,654.365219976528,-8.265147728529909,-6.5436521997652815,2.084,-649.4997110830889,552.9989979845674,-3.4685305333784893,915.586173409016,4.072176821356194,-0.4779249532196927,-258.83154,199.35
710,,Gustavo,Mack,1999-07-29,Right,29842.0,-424.39671867185285,5.062319999221515,4.243967186718529,4.669,211.62719029504905,595.9429729272632,4.935980949199111,1047.109354214304,9.197589510978643,0.1587869045412339,-231.38808,42.39
711,,Paris,Mahoney,2001-10-28,Left,70141.0,-502.20130654884383,6.054144838850613,5.022013065488439,5.874,554.2210909998485,590.2175211023471,4.549141026207866,1031.55618307511,2.861398070911373,-0.1617456782786525,-231.13751,-20.85
712,,Young,Duke,1997-09-26,Left,25078.0,492.9518608527992,-4.6715286140582535,-4.929518608527991,6.931,-316.0662040520229,576.8473179992889,-4.891588037966408,,1.8529746736215496,-0.3596353845531158,-249.60717,195.73
713,,Marybeth,Powell,2000-10-10,Right,72445.0,-713.6090850123528,3.5865187736200603,7.136090850123527,3.769,605.9923258942822,563.1039030635918,3.8027143573232167,1044.7922425235051,2.7228369872088805,-0.0266775047638842,-232.95997000000003,-57.27
714,,Alton,Ernst,2000-11-29,Right,63213.0,-450.3670469107474,-5.678248373687673,4.5036704691074725,-6.846,-530.3638445725453,378.32600633384567,4.542627326658198,1058.1281112426936,9.264959889412737,-0.8566192948238749,-253.3846,-91.76
715,,Murray,Bagley,1998-11-10,Left,67601.0,-480.9750831276629,-8.713620342072183,4.809750831276629,-5.574,-548.6414892724879,356.28631716499603,6.4356430481868925,1070.9592239174983,10.262399729252136,-0.8126689184254102,-253.71753,-162.55
716,,Bobby,Benefield,1999-02-10,Left,27472.0,707.6035659240085,4.258666403126528,-7.076035659240085,5.364,-275.9053402526955,384.7280041006889,,1034.7804303993134,3.6718674811438894,0.8395730044256756,-245.50941,35.97
717,,Lorna,Metzler,1997-11-24,Left,62686.0,417.0379177067828,3.6495435395311135,-4.1703791770678285,5.082,-587.1514080036436,408.8489201352894,5.220921959744575,1060.6601476708586,5.596505284371856,-0.8407705631429265,-244.95387,-37.39
718,,Sherman,Dallas,2001-01-21,Left,31884.0,-541.8154293192391,3.663288247346257,5.418154293192392,4.164,431.3595490996439,561.3518564555626,4.696051929719293,1070.685388587556,8.43352587988443,-0.2081668958189336,-231.41879,-14.01
719,,Nelly,Bender,2001-04-12,Left,64641.0,415.9631447109057,,-4.1596314471090565,3.004,-645.3819026323595,600.1857588827858,-5.692090864243963,940.4851599484444,2.273688848696479,0.3957432158008686,-255.92952,190.33
720,,John,Coombs,1998-06-12,Left,67762.0,460.9915652623603,-3.1064160703650563,-4.609915652623603,7.117999999999999,-355.00277071294227,619.6847188573032,-6.1924523849326025,950.7265725336606,-0.4925017493514852,0.6370680453861342,-250.56286,180.11
721,,Rosalinda,Ketchum,1998-10-20,Right,63271.0,-586.1417786640006,7.3799700541480515,5.861417786640008,5.1320000000000014,486.8535774773425,603.5968875513715,6.801746448669384,1051.9677018423138,6.684760300187287,-0.7325809529100021,-228.64693,-29.09
722,,Mckinley,Padilla,1998-01-11,Left,45029.0,-562.4312286041292,-6.684970090068117,5.624312286041292,-4.466,-642.160817760164,378.016062520922,7.129460271060468,1063.2677515827038,11.590120735571968,0.7748587428231161,-249.47178,-113.88
723,,Maria,Strain,1997-06-20,Left,39664.0,584.3574778275622,5.307487365770244,-5.843574778275622,5.565,-483.6944279467669,453.3304856552162,6.639799336980115,1037.5304608400102,8.165046133163289,-2.66533830235858,-242.67528,28.23
724,,Helga,Joiner,1997-09-10,Right,46152.0,-535.7739651873659,-7.003963331258223,5.357739651873659,-3.736,-491.8268528837007,399.4619142905853,8.077243933206734,1041.230837929127,,0.6492821445241067,-248.7712,-111.48
725,,Jacquelyn,Crawford,2000-04-20,Left,31603.0,559.3406784210074,8.270781786029048,-5.5934067842100745,4.593,-351.7396432203345,385.41798540681145,5.102503500168283,1027.0291574292476,3.3382204949915235,1.1419573268806278,-242.3123,45.17
726,,Latanya,Pinkston,2000-03-17,Right,39477.0,-473.7740773693964,-3.017912819610725,4.737740773693964,-6.782,-553.0941712189407,393.78776391362817,-0.3576839266885736,1094.4606136146108,9.453044703554768,0.4500431612978441,-251.09979,-10.72
727,,Bryant,Swearingen,1997-12-11,Left,62589.0,-537.8282535062679,,5.378282535062679,5.496,500.5897456470729,620.0903491149246,4.936085928176698,1041.3734400618775,5.582405367106293,-0.564247445488819,-229.76009,0.16
728,,Ruby,Delagarza,1998-04-20,Right,54596.0,463.86957482012537,-4.899587979860852,-4.638695748201254,5.095,-505.5084760294072,572.3820508914129,-5.7837253874215975,948.581467821906,0.5526559044896104,0.8240197252239629,-253.43645,178.03
729,,Myron,Lange,1997-04-18,Right,45055.0,-324.6494894982223,5.017048203465287,3.2464948949822228,6.847,525.0737932147458,596.488829400703,5.305812797374805,1069.0383888898336,8.06011412895322,0.2453301020321361,-230.1368,-18.46
730,,Dennis,Rupert,1999-05-30,Right,55550.0,-294.38117072474387,5.8037575103164025,2.9438117072474395,7.713999999999999,486.26852747241605,642.5991580274107,3.985551531896328,1054.0455347826237,7.014180303539961,-1.4234790015204062,-229.99104,17.15
731,,Sonya,Ford,2000-04-07,Left,60978.0,-536.7252706409656,6.082425396675072,5.3672527064096585,4.5280000000000005,498.4267375693957,615.3350676586273,7.187735064619941,1059.3543309446777,8.850284070690169,-0.3923915272009914,-229.73603,-33.12
732,,Waldo,Osborn,2000-08-06,Left,57294.0,-388.89055281548735,-3.51474578888764,3.8889055281548734,-4.612,-343.548756272786,458.3807161533793,2.5081184314026777,1033.873146060651,8.002627866092213,0.489321038766224,-250.05655,-11.45
733,,Lauri,Holbrook,2001-04-10,Right,68802.0,423.5333035556693,3.0876440499028144,-4.2353330355566925,4.515,-457.816375611152,451.0132693619752,1.976564660493528,1051.8082368939968,4.194865568437197,0.2076954319058503,-246.52992000000003,5.48
734,,Johnny,Iverson,1998-04-18,Right,29614.0,-643.8472830145204,-4.3250733323133215,6.438472830145204,-2.827,-467.35689339033433,403.9373332817112,5.6921540666633685,1047.2961534030344,9.414721584975696,-1.1467177257042986,-245.20487000000003,-60.16
735,,Carter,Costa,1999-07-16,Left,,,-4.352975180938912,-5.199247701526864,4.819,-664.9791729299908,621.4896362464333,-5.214949652144608,957.488307508308,4.48036021213516,1.112509524642081,-252.91746,210.57
736,,Mercedes,Cullen,1997-07-18,Right,64225.0,462.3719187352362,-6.725379031510682,-4.6237191873523615,1.776,-833.532624379939,587.3230910348755,-6.704470566853571,915.7574878999344,1.1159067460846792,-0.213771907320928,-259.1363,223.69
737,,Luella,Pease,1997-09-23,Right,53234.0,-450.3591271788844,-5.508784167826028,4.503591271788844,-5.45,-204.08963829739795,452.4718613319812,3.5358705284488234,,9.04422350997115,1.3311149496298529,-250.59645,-37.47
738,,Vickie,Sharpe,2000-06-07,Left,74747.0,310.0582829007205,4.973182524470125,-3.1005828290072053,5.997000000000001,-654.5640848872298,385.8109095935168,1.9828660530734337,,1.237469020817544,-0.1575282958179777,-244.64615,-38.02
739,,Flor,Vick,2000-09-20,Left,36050.0,311.2375585780409,-8.420350592954499,-3.1123755857804087,3.029,-430.9799480924413,540.008171318455,-3.6361946803067258,944.116707018964,2.9521794719970584,0.5994341218923824,-254.49369,145.15
740,,Garry,Sonnier,1997-01-10,Right,34595.0,637.6831648362488,2.26948426138587,-6.376831648362489,5.176,-362.2126038599779,451.1729669618945,6.681690833346214,1034.9719172942418,9.10722169962622,0.0929422150511807,-244.76615,13.38
741,,Jimmie,Gall,2000-02-09,Left,48238.0,446.4759435881416,4.196043072634264,-4.464759435881415,6.319,,417.6421877337824,4.074052682912456,1054.9496511672169,5.036613584198667,1.3233043592797342,-243.44088,0.21
742,,Hassan,Hoyle,2001-09-10,Right,49231.0,616.4022439992608,5.014411767264819,-6.164022439992608,4.057,-582.1055937000774,390.5319994189705,0.4315986125581785,1061.3617489611688,3.18131671169006,-1.1157447512262837,-247.72098,41.72
743,,Robt,Spence,1997-03-18,Left,49965.0,-764.4022977481073,6.360130078799733,7.644022977481072,2.421,511.1493968485456,571.7766628950061,6.503885281247197,1044.0224837687686,6.545744673854854,-0.2461298278068859,-229.78705,-21.25
744,,Rosalba,Timmerman,1998-01-04,Right,49913.0,794.9029895050696,-2.21498505829532,-7.949029895050696,6.268,-767.74633508802,598.3041089421015,-7.443277788718112,934.3434143915124,0.5004234501758704,1.3370309775044782,-254.44449,263.53
745,,Cindi,Connor,1999-08-28,Right,64061.0,-534.6537868777649,2.245071928052255,5.3465378687776495,4.868,579.4951775751052,607.6576391702246,7.328542308139482,1062.873884063487,9.237008456356,0.57562853294483,-231.82042,-75.96
746,,Sung,Poindexter,2000-04-15,Right,101374.0,-460.8951021577618,2.1697125370629164,4.608951021577619,6.72,477.31048795895566,641.9959631061897,6.277327870150333,1030.982639123832,5.133809445004417,-0.0225148782141424,-233.82559,-79.05
747,,Alva,Morrow,1998-09-04,Left,38216.0,-633.1269416356172,-4.261208644277211,6.3312694163561725,-3.192,-614.9508081735703,388.2611861039331,7.692518267279457,1036.4955409837594,9.613865324345248,0.4387467516506988,-246.08167000000003,-81.77
748,,Malcolm,Mcqueen,1997-01-02,Right,24891.0,767.3346022076872,4.899694553907711,-7.673346022076872,4.845,-170.42198863278577,354.50069393932444,8.94875677898073,1024.139152028814,5.962553818146813,0.4342905899763393,-244.2249,-19.9
749,,Corinne,Ashworth,1998-05-20,Right,33907.0,-442.7719664547429,4.072104183407772,4.427719664547428,4.59,206.95437784450647,536.1225080307736,6.81358266110281,1040.1679346422643,7.577364598121522,-1.208087671689,-232.44593,-12.77
750,,Renate,Goff,1998-11-05,Left,64294.0,437.3811654126104,6.623409622257488,-4.373811654126103,5.481,-509.98977012663767,404.6439806804137,6.062806074849241,1047.523450293685,3.950061786348612,0.8843715402793161,-242.88413,-26.12
751,,Colin,Lash,2001-10-18,Left,41272.0,-383.1680329985901,6.820773232386619,3.831680329985901,6.226,540.852795368509,622.6543949357748,5.677645268594673,1069.8278638324691,9.328475430270071,1.1329086139469542,-228.26557000000005,6.68
752,,Granville,Allen,2000-04-01,Left,55032.0,366.4116807546203,5.401484900471952,-3.6641168075462014,4.773,-245.2695322188661,356.8796160433159,8.173458138314064,1033.612923622988,2.859172754601808,,-242.61113,-69.41
753,,Megan,Eubanks,1998-09-12,Left,31374.0,481.9189692646176,9.06907680598236,-4.819189692646176,1.587,-211.29371832222432,406.7769754427954,3.8787871798558258,1012.2178518953424,3.1597328953852166,-0.1333249945437559,-243.557,87.08
754,,Leanna,Mclain,1999-09-14,Left,53235.0,199.31091178563872,-5.640473071860651,-1.993109117856388,3.886,-913.9943801858462,604.6451055690114,-5.036502132639146,974.9859943616624,5.317340837417901,1.0776705836745797,-252.37095,179.62
